id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1272563864408817664,1272501226186387457,1592237843000,2020-06-15,19:17:23,GTB Daylight Time,913932705569624065,hellajjk,Carol⁷;,,"""Company: Rainbow Bridge Ent.
Position: Rapper, leader, and maknae
Group concept: Dark
BFF: Yeonjun from TXT
Dating: Wheein from Mamamoo
You're the sexiest member""
mano----- amei? (mandei o texto pq to no pc)",['ggukalway'],[],[],0,0,0,[],[],https://twitter.com/hellajjk/status/1272563864408817664,False,,0,,,,,,,"[{'user_id': '913932705569624065', 'username': 'hellajjk'}, {'user_id': '1129186061303861250', 'username': 'ggukalway'}]",,,,
1272563863649767425,1272481787558727680,1592237842000,2020-06-15,19:17:22,GTB Daylight Time,1090881772928360448,risings67252417,RISING SUN 🌣🌣🌣.,,He will live strong to see us in jubilation soonest @Imamofpeace @realFFK @pastorwf_kumuyi @PastorEAAdeboye @ofmnorthlondon @churchofengland @SCOANTBJoshua @APOSTLESULEMAN @FrMbaka @VaticanObserv @Pontifex_it @UKParliament @AfricanUnionUN @SecPompeo @EUDiplomat @Davos @netanyahu,"['mazinnamdikanu', 'imamofpeace', 'femigbaja', 'usembassyabuja', 'wsj', 'ukinnigeria', 'usip', '_africanunion', 'un_nigeria', 'euinnigeria', 'statedept', 'chriscoons', 'realffk', 'pastorwf_kumuyi', 'pastoreaadeboye', 'ofmnorthlondon', 'churchofengland', 'scoantbjoshua', 'apostlesuleman', 'frmbaka', 'vaticanobserv', 'pontifex_it', 'ukparliament', 'africanunionun', 'secpompeo', 'eudiplomat', 'davos', 'netanyahu']",[],[],0,0,0,[],[],https://twitter.com/Risings67252417/status/1272563863649767425,False,,0,,,,,,,"[{'user_id': '1090881772928360448', 'username': 'Risings67252417'}, {'user_id': '1056922520199270401', 'username': 'MaziNnamdiKanu'}, {'user_id': '1583865109', 'username': 'Imamofpeace'}, {'user_id': '564649125', 'username': 'femigbaja'}, {'user_id': '69281027', 'username': 'USEmbassyAbuja'}, {'user_id': '3108351', 'username': 'WSJ'}, {'user_id': '325512390', 'username': 'UKinNigeria'}, {'user_id': '19784906', 'username': 'USIP'}, {'user_id': '145935897', 'username': '_AfricanUnion'}, {'user_id': '2969631215', 'username': 'UN_Nigeria'}, {'user_id': '768113964123381760', 'username': 'EUinNigeria'}, {'user_id': '9624742', 'username': 'StateDept'}, {'user_id': '15324851', 'username': 'ChrisCoons'}, {'user_id': '597224882', 'username': 'realFFK'}, {'user_id': '1127157585625403397', 'username': 'pastorwf_kumuyi'}, {'user_id': '235582329', 'username': 'PastorEAAdeboye'}, {'user_id': '4545906868', 'username': 'ofmnorthlondon'}, {'user_id': '19980947', 'username': 'churchofengland'}, {'user_id': '450831164', 'username': 'SCOANTBJoshua'}, {'user_id': '297562837', 'username': 'APOSTLESULEMAN'}, {'user_id': '1183515492', 'username': 'FrMbaka'}, {'user_id': '991399658', 'username': 'VaticanObserv'}, {'user_id': '500711588', 'username': 'Pontifex_it'}, {'user_id': '6467332', 'username': 'UKParliament'}, {'user_id': '1543538479', 'username': 'AfricanUnionUN'}, {'user_id': '988573326376427520', 'username': 'SecPompeo'}, {'user_id': '2941490714', 'username': 'EUDiplomat'}, {'user_id': '102700680', 'username': 'Davos'}, {'user_id': '17061263', 'username': 'netanyahu'}]",,,,
1272563860390776832,1272563860390776832,1592237842000,2020-06-15,19:17:22,GTB Daylight Time,1069054621501530113,shootermusic_,🎯Shooter 🎯,,"Wait what? Loccs ain't even OP this year. Only ones that are, are the ones with Tendos. I'm so confused as to why there is bitching all down my TL",[],[],[],0,0,0,[],[],https://twitter.com/ShooterMusic_/status/1272563860390776832,False,,0,,,,,,,"[{'user_id': '1069054621501530113', 'username': 'ShooterMusic_'}]",,,,
1272563860260691968,1272514104763330561,1592237842000,2020-06-15,19:17:22,GTB Daylight Time,2704683104,booksnmusic4eva,Ellen 🇪🇺,,Thank you for sharing! 👌,['chrishewitt'],[],[],0,0,0,[],[],https://twitter.com/BooksNMusic4eva/status/1272563860260691968,False,,0,,,,,,,"[{'user_id': '2704683104', 'username': 'BooksNMusic4eva'}, {'user_id': '20599792', 'username': 'ChrisHewitt'}]",,,,
1272563860239716352,1272551819693232129,1592237842000,2020-06-15,19:17:22,GTB Daylight Time,301197453,kuczaaak,Kryz.,,The Sun lmfaoooooo,['youngbuck_21'],[],[],0,0,0,[],[],https://twitter.com/kuczaaak/status/1272563860239716352,False,,0,,,,,,,"[{'user_id': '301197453', 'username': 'kuczaaak'}, {'user_id': '163544534', 'username': 'YoungBuck_21'}]",,,,
1272563860189274112,1272563860189274112,1592237842000,2020-06-15,19:17:22,GTB Daylight Time,121055326,zoeeebarrettt,zoe,,kinda glad i've been expanding my music taste lately now,[],[],[],0,0,0,[],[],https://twitter.com/zoeeebarrettt/status/1272563860189274112,False,,0,,,,,,,"[{'user_id': '121055326', 'username': 'zoeeebarrettt'}]",,,,
1272563859128070144,1231778665135915008,1592237841000,2020-06-15,19:17:21,GTB Daylight Time,2674756680,namugng,neha⁷ ⟭⟬,,How do you sun oh didn’t have endgame with jojo?,['sohyunglobal'],[],[],0,0,0,[],[],https://twitter.com/namugng/status/1272563859128070144,False,,0,,,,,,,"[{'user_id': '2674756680', 'username': 'namugng'}, {'user_id': '2989173881', 'username': 'SohyunGlobal'}]",,,,
1272563858733965315,1272563858733965315,1592237841000,2020-06-15,19:17:21,GTB Daylight Time,1220569031587041280,urbansun2,Most underrated 1,,Knowledge https://twitter.com/BDotTheGod/status/1272227808492707841 …,[],['https://twitter.com/BDotTheGod/status/1272227808492707841'],[],0,0,0,[],[],https://twitter.com/UrbanSun2/status/1272563858733965315,False,https://twitter.com/BDotTheGod/status/1272227808492707841,0,,,,,,,"[{'user_id': '1220569031587041280', 'username': 'UrbanSun2'}]",,,,
1272563857702125569,1272266803998326784,1592237841000,2020-06-15,19:17:21,GTB Daylight Time,4556660181,adameppleman,Adam Eppleman,,"I'm 35 and had Green Day Dookie on cassette, whatever that one popular spin doctors album was on cassette and Tupac all eyez on me on cassette.  I had a diverse taste in music. I do feel like I'm getting old tho. Turning 30 hit me hard, now I'm half way to 40, damn.","['russellchillman', 'gregoryhardinii', 'alanis']",[],[],0,0,0,[],[],https://twitter.com/AdamEppleman/status/1272563857702125569,False,,0,,,,,,,"[{'user_id': '4556660181', 'username': 'AdamEppleman'}, {'user_id': '1381413331', 'username': 'RussellChillman'}, {'user_id': '831752886686199808', 'username': 'GregoryHardinII'}, {'user_id': '17399269', 'username': 'Alanis'}]",,,,
1272563857521815555,1272563857521815555,1592237841000,2020-06-15,19:17:21,GTB Daylight Time,1225634616771366913,annieeee_belle,anniebelle,,old school music be hitting different,[],[],[],0,0,0,[],[],https://twitter.com/annieeee_belle/status/1272563857521815555,False,,0,,,,,,,"[{'user_id': '1225634616771366913', 'username': 'annieeee_belle'}]",,,,
1272563855315611655,1272533826292649986,1592237840000,2020-06-15,19:17:20,GTB Daylight Time,2496541367,meyers_pit,19_Lucker_87,,🤣 oder flaicht running sun,"['deendackel1', 'pokerstarsde']",[],[],0,0,0,[],[],https://twitter.com/meyers_pit/status/1272563855315611655,False,,0,,,,,,,"[{'user_id': '2496541367', 'username': 'meyers_pit'}, {'user_id': '1105186694222041089', 'username': 'Deendackel1'}, {'user_id': '187535993', 'username': 'PokerStarsDE'}]",,,,
1272563855005122560,1272563323888734208,1592237840000,2020-06-15,19:17:20,GTB Daylight Time,1084287436757229569,lyricistkai,neia 𖧵 was @kaipremacist,,it looks so dramatic hdhjddjfj wtf actor soobin debutation pls,[],[],[],0,0,0,[],[],https://twitter.com/lyricistkai/status/1272563855005122560,False,,0,,,,,,,"[{'user_id': '1084287436757229569', 'username': 'lyricistkai'}]",,,,
1272563853943926784,1272540097754198016,1592237840000,2020-06-15,19:17:20,GTB Daylight Time,1663144350,ayearianabieber,Ariana Garcia,,best music video fight me,"['staybiebstweet', 'erikaspetty']",[],[],0,0,0,[],[],https://twitter.com/AyeArianaBieber/status/1272563853943926784,False,,0,,,,,,,"[{'user_id': '1663144350', 'username': 'AyeArianaBieber'}, {'user_id': '1100838679411445762', 'username': 'StayBiebsTweet'}, {'user_id': '102294562', 'username': 'erikaspetty'}]",,,,
1272563852605980672,1272563852605980672,1592237840000,2020-06-15,19:17:20,GTB Daylight Time,755569214656700418,gullyofthesun,Emily Anne Gullickson,,First blog. ✅ @AforArizona is back. 🙌 #AforAZ  https://www.aforarizona.org/2020/06/15/then-and-now-why-a-focus-on-great-school-leaders-matters-to-the-future-of-arizona/ …,['aforarizona'],['https://www.aforarizona.org/2020/06/15/then-and-now-why-a-focus-on-great-school-leaders-matters-to-the-future-of-arizona/'],[],0,0,0,['#aforaz'],[],https://twitter.com/GullyoftheSun/status/1272563852605980672,False,,0,,,,,,,"[{'user_id': '755569214656700418', 'username': 'GullyoftheSun'}, {'user_id': '3161469722', 'username': 'AforArizona'}]",,,,
1272563852534824960,1272559610042466310,1592237840000,2020-06-15,19:17:20,GTB Daylight Time,1165371797761679360,chase00049383,Chase K.,,Rainbow Six UK accidentally sent out a tweet saying it’s tomorrow.,"['thedannewels', 'drainbowsix', 'rainbow6game']",[],[],0,0,0,[],[],https://twitter.com/Chase00049383/status/1272563852534824960,False,,0,,,,,,,"[{'user_id': '1165371797761679360', 'username': 'Chase00049383'}, {'user_id': '944885223489077248', 'username': 'TheDannewels'}, {'user_id': '1244556249322135553', 'username': 'DRainbowsix'}, {'user_id': '399404516', 'username': 'Rainbow6Game'}]",,,,
1272563850131525632,1272563850131525632,1592237839000,2020-06-15,19:17:19,GTB Daylight Time,234497587,kristinabetinis,Kristina Betinis,,"As in every sphere of life, the pandemic has exposed an underlying crisis in the classical music world & the untenable state of cultural life as a whole. #LSO #CSO #NYPhilharmonic https://www.wsws.org/en/articles/2020/06/15/filt-j15.html …",[],['https://www.wsws.org/en/articles/2020/06/15/filt-j15.html'],[],0,0,0,"['#lso', '#cso', '#nyphilharmonic']",[],https://twitter.com/KristinaBetinis/status/1272563850131525632,False,,0,,,,,,,"[{'user_id': '234497587', 'username': 'KristinaBetinis'}]",,,,
1272563849548480512,1272563849548480512,1592237839000,2020-06-15,19:17:19,GTB Daylight Time,1161750551694127109,spartacusdave,Dave Younger ☸️🙏🕊️,,"Ra the Sun God of Egypt sails across the sky in his solar ship through the day, then at night goes down into the underworld, whence he returns each morning. #MythologyMonday https://images.app.goo.gl/uq1WBL4jGGm32U2LA …",[],['https://images.app.goo.gl/uq1WBL4jGGm32U2LA'],[],0,0,0,['#mythologymonday'],[],https://twitter.com/SpartacusDave/status/1272563849548480512,False,,0,,,,,,,"[{'user_id': '1161750551694127109', 'username': 'SpartacusDave'}]",,,,
1272563849095458816,1272547790363586560,1592237839000,2020-06-15,19:17:19,GTB Daylight Time,1262346764121767936,slautedok,music producer🇵🇰,,stick to your header and get away from yousaf asap,"['lmazzzx', 'kziawaiz', 'yousafiqbal606']",[],[],0,0,0,[],[],https://twitter.com/slautedok/status/1272563849095458816,False,,0,,,,,,,"[{'user_id': '1262346764121767936', 'username': 'slautedok'}, {'user_id': '1267554421443112961', 'username': 'Lmazzzx'}, {'user_id': '1109928320873975810', 'username': 'KZIAWAIZ'}, {'user_id': '1023302116968939527', 'username': 'Yousafiqbal606'}]",,,,
1272563848877309952,1272563848877309952,1592237839000,2020-06-15,19:17:19,GTB Daylight Time,1205508230723653632,ktsmdr20,ktsmdr,,Amazing weekend: Beautiful weather / relaxing all around. [Sat 6/13] Got in a pre kids bday party #workout: 2 mile #run - 22 mins✔️ @onepeloton #pelotonhiitcardio - 20 mins✔️ [Sun 6/14] 5 mile run - 52 mins✔️ #fitmom #gw130 #fitinfitness #trainlikeamother #lifeinbalance,['onepeloton'],[],[],0,0,0,"['#workout', '#run', '#pelotonhiitcardio', '#fitmom', '#gw130', '#fitinfitness', '#trainlikeamother', '#lifeinbalance']",[],https://twitter.com/ktsmdr20/status/1272563848877309952,False,,0,,,,,,,"[{'user_id': '1205508230723653632', 'username': 'ktsmdr20'}, {'user_id': '771833052', 'username': 'onepeloton'}]",,,,
1272563848634040320,1272563848634040320,1592237839000,2020-06-15,19:17:19,GTB Daylight Time,262241656,maya_31087,🅼🅰🆈🅰 🆃🅰🆈🅻🅾🆁 🍑🍑🎀,,I missed the sun. I definitely understand why cats sit in windows.  pic.twitter.com/qUTPlNBufe,[],[],['https://pbs.twimg.com/media/EakOELEWsAI59R5.jpg'],0,0,0,[],[],https://twitter.com/Maya_31087/status/1272563848634040320,False,,0,,,,,,,"[{'user_id': '262241656', 'username': 'Maya_31087'}]",,,,
1272563847627280384,1272563370609135618,1592237839000,2020-06-15,19:17:19,GTB Daylight Time,1246827969835753475,sabirichh,sadgurl,,Missing you,['music_fess'],[],[],0,0,0,[],[],https://twitter.com/sabirichh/status/1272563847627280384,False,,0,,,,,,,"[{'user_id': '1246827969835753475', 'username': 'sabirichh'}, {'user_id': '238045582', 'username': 'MUSIC_FESS'}]",,,,
1272563847245766657,1272541652285100034,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,393265261,jan1_t,Jani Treagust,,Rain!,"['coherent_music', 'shropshirewx']",[],[],0,0,0,[],[],https://twitter.com/Jan1_T/status/1272563847245766657,False,,0,,,,,,,"[{'user_id': '393265261', 'username': 'Jan1_T'}, {'user_id': '1849917512', 'username': 'COHERENT_MUSIC'}, {'user_id': '1141043380794863619', 'username': 'ShropshireWX'}]",,,,
1272563846935310344,1272563846935310344,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,165264619,izzatikhld,Izzati,,I've put spotify link on my bio so go take a look and have a laugh at my music taste,[],[],[],0,0,0,[],[],https://twitter.com/izzatikhld/status/1272563846935310344,False,,0,,,,,,,"[{'user_id': '165264619', 'username': 'izzatikhld'}]",,,,
1272563846499221507,1272563846499221507,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,1199964881555988481,deadceleb,Deadceleb,,"Country Music Legend Hank Williams Jr.'s Daughter Dead at 27 - Yahoo Entertainment
 https://deadceleb.sharecaster.com/2020/06/14/country-music-legend-hank-williams-jr-s-daughter-dead-at-27-yahoo-entertainment/?feed_id=13840&_unique_id=5ee79f0e9c3b5 …",[],['https://deadceleb.sharecaster.com/2020/06/14/country-music-legend-hank-williams-jr-s-daughter-dead-at-27-yahoo-entertainment/?feed_id=13840&_unique_id=5ee79f0e9c3b5'],[],0,0,0,[],[],https://twitter.com/deadceleb/status/1272563846499221507,False,,0,,,,,,,"[{'user_id': '1199964881555988481', 'username': 'deadceleb'}]",,,,
1272563846163636224,1272563846163636224,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,1264570992212541442,jasontolonen11,jason tolonen,,Avril Lavigne - Sk8er Boi (Official Music Video)  https://youtu.be/TIy3n2b7V9k  via @YouTube fuck out of here $1-2 billion ok planet truthfully while state country out asap up government game public foreign law media gazillion up out birth to present trying killing ganme out now up liv,['youtube'],['https://youtu.be/TIy3n2b7V9k'],[],0,0,0,[],[],https://twitter.com/jasontolonen11/status/1272563846163636224,False,,0,,,,,,,"[{'user_id': '1264570992212541442', 'username': 'jasontolonen11'}, {'user_id': '10228272', 'username': 'YouTube'}]",,,,
1272563845815566336,1272563845815566336,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,1114111890219606017,sarma_rajnil,Rajnil,,Why he was not awarded the Best Debut Actor for Kai po Che why was he not awarded for Chichore? #BollywoodBlockedSushant,[],[],[],0,0,0,['#bollywoodblockedsushant'],[],https://twitter.com/sarma_rajnil/status/1272563845815566336,False,,0,,,,,,,"[{'user_id': '1114111890219606017', 'username': 'sarma_rajnil'}]",,,,
1272563845081346048,1272563845081346048,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,927631695020400640,danashleymusic,Dan Ashley,,Thank you so much! https://twitter.com/josephschroer/status/1272463444596400128 …,[],['https://twitter.com/josephschroer/status/1272463444596400128'],[],0,0,0,[],[],https://twitter.com/DanAshleyMusic/status/1272563845081346048,False,https://twitter.com/josephschroer/status/1272463444596400128,0,,,,,,,"[{'user_id': '927631695020400640', 'username': 'DanAshleyMusic'}]",,,,
1272563845048020993,1272556809115615238,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,919894328473944064,lovesunbody,Dr. Terry Zickerman,,"In the proposed rule, the FDA makes the following proposals for sunscreens marketed without FDA-approved applications:",['jahirschfieldmd'],[],[],0,0,0,[],[],https://twitter.com/LoveSunBody/status/1272563845048020993,False,,0,,,,,,,"[{'user_id': '919894328473944064', 'username': 'LoveSunBody'}, {'user_id': '2527973556', 'username': 'jahirschfieldmd'}]",,,,
1272563843764453376,1272563843764453376,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,1238192430039674880,miirawr1,.,,I need to go to India and get my horoscope read bc like WTF is happening.,[],[],[],0,0,0,[],[],https://twitter.com/miirawr1/status/1272563843764453376,False,,0,,,,,,,"[{'user_id': '1238192430039674880', 'username': 'miirawr1'}]",,,,
1272563843365924864,1272257382819794944,1592237838000,2020-06-15,19:17:18,GTB Daylight Time,2159713320,lizzylashmusic,Violet Midnight,,Yeah that's the thing. I think there needs to be better training. There were people around including children. He did have a taser tho which has killed people so it can be a deadly weapon.. But to use a firearm near people.. what's that fleeing felon rule..checking Google.,"['cordarroakacp', 'knockitwide86', 'dlyfter', 'cnn']",[],[],0,0,0,[],[],https://twitter.com/LizzyLashMusic/status/1272563843365924864,False,,0,,,,,,,"[{'user_id': '2159713320', 'username': 'LizzyLashMusic'}, {'user_id': '36213948', 'username': 'cordarroakacp'}, {'user_id': '1229587243406327808', 'username': 'Knockitwide86'}, {'user_id': '1145155022835073025', 'username': 'DLyfter'}, {'user_id': '759251', 'username': 'CNN'}]",,,,
1272563843021983744,1272563843021983744,1592237837000,2020-06-15,19:17:17,GTB Daylight Time,1153588914457927681,samichi_lalo,Synergy June 16th,,This how it feels to know I’m dropping heat all Summer 🔥 #Music #hiphop #LiveHowYouWant @RapDaze pic.twitter.com/BG0EVBTiU9,['rapdaze'],[],[],0,0,0,"['#music', '#hiphop', '#livehowyouwant']",[],https://twitter.com/Samichi_Lalo/status/1272563843021983744,False,,1,,,,,,,"[{'user_id': '1153588914457927681', 'username': 'Samichi_Lalo'}, {'user_id': '1156109785638588416', 'username': 'RapDaze'}]",,,,
1272563840392155137,1272563840392155137,1592237837000,2020-06-15,19:17:17,GTB Daylight Time,2226082279,arindam95504833,Arindam bhattacharjee @ cinematographer,,R.I.P one of the most promising actor of our time #SushantSinghRajput pic.twitter.com/FiTtm0jIQs,[],[],['https://pbs.twimg.com/media/EakOEQSVAAAd8YD.jpg'],0,0,0,['#sushantsinghrajput'],[],https://twitter.com/arindam95504833/status/1272563840392155137,False,,0,,,,,,,"[{'user_id': '2226082279', 'username': 'arindam95504833'}]",,,,
1272563839285035008,1272563839285035008,1592237837000,2020-06-15,19:17:17,GTB Daylight Time,959528418953056256,thesunnigeria,The Sun Nigeria,,"Don't engage in online lectures, ASUU tells members -  https://www.sunnewsonline.com/dont-engage-in-online-lectures-asuu-tells-members/ … pic.twitter.com/YW9d8RW0X9",[],['https://www.sunnewsonline.com/dont-engage-in-online-lectures-asuu-tells-members/'],['https://pbs.twimg.com/media/EakOEWUXsAAh3kV.jpg'],0,0,0,[],[],https://twitter.com/thesunnigeria/status/1272563839285035008,False,,0,,,,,,,"[{'user_id': '959528418953056256', 'username': 'thesunnigeria'}]",,,,
1272563837569429505,1272563363139055616,1592237836000,2020-06-15,19:17:16,GTB Daylight Time,586224620,candiakala_,byyyyy,,CREEP,['music_fess'],[],[],0,0,0,[],[],https://twitter.com/candiakala_/status/1272563837569429505,False,,0,,,,,,,"[{'user_id': '586224620', 'username': 'candiakala_'}, {'user_id': '238045582', 'username': 'MUSIC_FESS'}]",,,,
1272563834935562241,1272563834935562241,1592237835000,2020-06-15,19:17:15,GTB Daylight Time,20956002,ezzieb,Pharmartist,,"“ Music is my first love and pharmacy is an arranged marriage. I’m not monogamous, but I’m faithful.” -

I can’t believe I said this in 2009  🙆🏽‍♀️ I haff divorced music o!😭😭",[],[],[],0,0,0,[],[],https://twitter.com/EzzieB/status/1272563834935562241,False,,0,,,,,,,"[{'user_id': '20956002', 'username': 'EzzieB'}]",,,,
1272563831701557253,1272563831701557253,1592237835000,2020-06-15,19:17:15,GTB Daylight Time,1110027977641721856,killaonly1,Only1Queen In Cali,,Watch @djsantoslive's broadcast: #LateNight with #theGoodVibes Family ❤️ 🚂 AllAboard! #theNightTrain #Music 🎵  https://www.pscp.tv/w/cbZFAjF6dkVOT3JNbWtKUWV8MXlvS01YTk55dmt4UXozuRRaVKK5_RphqqCfzTL_SHKNUFdErAtfse1wkvuF?t=1s …,['djsantoslive'],['https://www.pscp.tv/w/cbZFAjF6dkVOT3JNbWtKUWV8MXlvS01YTk55dmt4UXozuRRaVKK5_RphqqCfzTL_SHKNUFdErAtfse1wkvuF?t=1s'],[],0,0,0,"['#latenight', '#thegoodvibes', '#thenighttrain', '#music']",[],https://twitter.com/KillaOnly1/status/1272563831701557253,False,,0,,,,,,,"[{'user_id': '1110027977641721856', 'username': 'KillaOnly1'}, {'user_id': '2912137308', 'username': 'djsantoslive'}]",,,,
1272563830242099201,1272563830242099201,1592237834000,2020-06-15,19:17:14,GTB Daylight Time,162277547,llegothedj,☄ DJ LLE-GO ☄,,"Beach music, that's all. 🏖📻",[],[],[],0,0,0,[],[],https://twitter.com/llegothedj/status/1272563830242099201,False,,0,,,,,,,"[{'user_id': '162277547', 'username': 'llegothedj'}]",,,,
